name,link,rdf_link
Michael A. Becker,https://profiles.uchicago.edu/profiles/profile/37354,https://profiles.uchicago.edu/profiles/profile/37354/37354.rdf
Nancy Beckman,https://profiles.uchicago.edu/profiles/profile/3166156,https://profiles.uchicago.edu/profiles/profile/3166156/3166156.rdf
Stephen Beckway,https://profiles.uchicago.edu/profiles/profile/39011,https://profiles.uchicago.edu/profiles/profile/39011/39011.rdf
Alyse Bedell,https://profiles.uchicago.edu/profiles/profile/21082723,https://profiles.uchicago.edu/profiles/profile/21082723/21082723.rdf
Maureen Beederman,https://profiles.uchicago.edu/profiles/profile/23603579,https://profiles.uchicago.edu/profiles/profile/23603579/23603579.rdf
Jeff A. Beeler,https://profiles.uchicago.edu/profiles/profile/38226,https://profiles.uchicago.edu/profiles/profile/38226/38226.rdf
Vivek Behera,https://profiles.uchicago.edu/profiles/profile/68749546,https://profiles.uchicago.edu/profiles/profile/68749546/68749546.rdf
David Beiser,https://profiles.uchicago.edu/profiles/profile/36954,https://profiles.uchicago.edu/profiles/profile/36954/36954.rdf
Meredith Belber,https://profiles.uchicago.edu/profiles/profile/39335,https://profiles.uchicago.edu/profiles/profile/39335/39335.rdf
Mark Belkin,https://profiles.uchicago.edu/profiles/profile/28934557,https://profiles.uchicago.edu/profiles/profile/28934557/28934557.rdf
Anthony Bell,https://profiles.uchicago.edu/profiles/profile/74328700,https://profiles.uchicago.edu/profiles/profile/74328700/74328700.rdf
Elizabeth Bell,https://profiles.uchicago.edu/profiles/profile/36891706,https://profiles.uchicago.edu/profiles/profile/36891706/36891706.rdf
Graeme Bell,https://profiles.uchicago.edu/profiles/profile/37920,https://profiles.uchicago.edu/profiles/profile/37920/37920.rdf
Jordana Tzenova Bell,https://profiles.uchicago.edu/profiles/profile/39169,https://profiles.uchicago.edu/profiles/profile/39169/39169.rdf
Shashi Bellam,https://profiles.uchicago.edu/profiles/profile/37767,https://profiles.uchicago.edu/profiles/profile/37767/37767.rdf
Timothy Belton,https://profiles.uchicago.edu/profiles/profile/37802,https://profiles.uchicago.edu/profiles/profile/37802/37802.rdf
Miriam Ben Abdallah,https://profiles.uchicago.edu/profiles/profile/36463829,https://profiles.uchicago.edu/profiles/profile/36463829/36463829.rdf
Inbal Benami Bartal,https://profiles.uchicago.edu/profiles/profile/38082,https://profiles.uchicago.edu/profiles/profile/38082/38082.rdf
Nicole Bendin,https://profiles.uchicago.edu/profiles/profile/9862633,https://profiles.uchicago.edu/profiles/profile/9862633/9862633.rdf
Jennifer Benigno,https://profiles.uchicago.edu/profiles/profile/36979,https://profiles.uchicago.edu/profiles/profile/36979/36979.rdf
Cheryl Benjamin,https://profiles.uchicago.edu/profiles/profile/5478561,https://profiles.uchicago.edu/profiles/profile/5478561/5478561.rdf
Holly Benjamin,https://profiles.uchicago.edu/profiles/profile/38836,https://profiles.uchicago.edu/profiles/profile/38836/38836.rdf
Jennifer Bennett,https://profiles.uchicago.edu/profiles/profile/13965303,https://profiles.uchicago.edu/profiles/profile/13965303/13965303.rdf
Stephanie Bennett,https://profiles.uchicago.edu/profiles/profile/49423494,https://profiles.uchicago.edu/profiles/profile/49423494/49423494.rdf
Sliman Bensmaia,https://profiles.uchicago.edu/profiles/profile/38581,https://profiles.uchicago.edu/profiles/profile/38581/38581.rdf
Leon Benson,https://profiles.uchicago.edu/profiles/profile/37705,https://profiles.uchicago.edu/profiles/profile/37705/37705.rdf
Ellen C. Benya,https://profiles.uchicago.edu/profiles/profile/38268,https://profiles.uchicago.edu/profiles/profile/38268/38268.rdf
Damian Berardi,https://profiles.uchicago.edu/profiles/profile/18647294,https://profiles.uchicago.edu/profiles/profile/18647294/18647294.rdf
Jeremy Berg,https://profiles.uchicago.edu/profiles/profile/16900454,https://profiles.uchicago.edu/profiles/profile/16900454/16900454.rdf
Joy Bergelson,https://profiles.uchicago.edu/profiles/profile/38767,https://profiles.uchicago.edu/profiles/profile/38767/38767.rdf
Paul Bergl,https://profiles.uchicago.edu/profiles/profile/915391,https://profiles.uchicago.edu/profiles/profile/915391/915391.rdf
Jeffrey Bergman,https://profiles.uchicago.edu/profiles/profile/37206,https://profiles.uchicago.edu/profiles/profile/37206/37206.rdf
Andrea Berkemeyer,https://profiles.uchicago.edu/profiles/profile/73539855,https://profiles.uchicago.edu/profiles/profile/73539855/73539855.rdf
Harvey Berlin,https://profiles.uchicago.edu/profiles/profile/37168,https://profiles.uchicago.edu/profiles/profile/37168/37168.rdf
Jonathan  Berlin,https://profiles.uchicago.edu/profiles/profile/39037,https://profiles.uchicago.edu/profiles/profile/39037/39037.rdf
Andrew Berman,https://profiles.uchicago.edu/profiles/profile/38421,https://profiles.uchicago.edu/profiles/profile/38421/38421.rdf
Victor M. Bernhard,https://profiles.uchicago.edu/profiles/profile/37231,https://profiles.uchicago.edu/profiles/profile/37231/37231.rdf
Karen Bernstein,https://profiles.uchicago.edu/profiles/profile/41427708,https://profiles.uchicago.edu/profiles/profile/41427708/41427708.rdf
Lawrence Bernstein,https://profiles.uchicago.edu/profiles/profile/39184,https://profiles.uchicago.edu/profiles/profile/39184/39184.rdf
Madalin Berra,https://profiles.uchicago.edu/profiles/profile/75399587,https://profiles.uchicago.edu/profiles/profile/75399587/75399587.rdf
David  Berrier,https://profiles.uchicago.edu/profiles/profile/37930,https://profiles.uchicago.edu/profiles/profile/37930/37930.rdf
Viviana Berthoud Barrandeguy,https://profiles.uchicago.edu/profiles/profile/38933,https://profiles.uchicago.edu/profiles/profile/38933/38933.rdf
John F. Beshai,https://profiles.uchicago.edu/profiles/profile/38106,https://profiles.uchicago.edu/profiles/profile/38106/38106.rdf
Christine Bestvina,https://profiles.uchicago.edu/profiles/profile/41548202,https://profiles.uchicago.edu/profiles/profile/41548202/41548202.rdf
Luis Bettencourt,https://profiles.uchicago.edu/profiles/profile/11840167,https://profiles.uchicago.edu/profiles/profile/11840167/11840167.rdf
Eric Beyer,https://profiles.uchicago.edu/profiles/profile/38761,https://profiles.uchicago.edu/profiles/profile/38761/38761.rdf
Francisco Bezanilla,https://profiles.uchicago.edu/profiles/profile/39347,https://profiles.uchicago.edu/profiles/profile/39347/39347.rdf
Chandu Bhakta,https://profiles.uchicago.edu/profiles/profile/39005,https://profiles.uchicago.edu/profiles/profile/39005/39005.rdf
Kavi Bhalla,https://profiles.uchicago.edu/profiles/profile/9913633,https://profiles.uchicago.edu/profiles/profile/9913633/9913633.rdf
Neha Bhardwaj,https://profiles.uchicago.edu/profiles/profile/24093082,https://profiles.uchicago.edu/profiles/profile/24093082/24093082.rdf
Nike Bharucha,https://profiles.uchicago.edu/profiles/profile/39060,https://profiles.uchicago.edu/profiles/profile/39060/39060.rdf
Micah Bhatti,https://profiles.uchicago.edu/profiles/profile/36856,https://profiles.uchicago.edu/profiles/profile/36856/36856.rdf
Arun Bhojwani,https://profiles.uchicago.edu/profiles/profile/38762,https://profiles.uchicago.edu/profiles/profile/38762/38762.rdf
Sangeeta Bhorade,https://profiles.uchicago.edu/profiles/profile/37623,https://profiles.uchicago.edu/profiles/profile/37623/37623.rdf
Yang Bi,https://profiles.uchicago.edu/profiles/profile/38967,https://profiles.uchicago.edu/profiles/profile/38967/38967.rdf
Laura Bianchi,https://profiles.uchicago.edu/profiles/profile/37158,https://profiles.uchicago.edu/profiles/profile/37158/37158.rdf
Antonio Bianco,https://profiles.uchicago.edu/profiles/profile/14536391,https://profiles.uchicago.edu/profiles/profile/14536391/14536391.rdf
Nora Biary,https://profiles.uchicago.edu/profiles/profile/35694657,https://profiles.uchicago.edu/profiles/profile/35694657/35694657.rdf
Daniel Bickley,https://profiles.uchicago.edu/profiles/profile/14477645,https://profiles.uchicago.edu/profiles/profile/14477645/14477645.rdf
Angela Bicos,https://profiles.uchicago.edu/profiles/profile/37621,https://profiles.uchicago.edu/profiles/profile/37621/37621.rdf
THOMAS BIELAWIEC,https://profiles.uchicago.edu/profiles/profile/47773815,https://profiles.uchicago.edu/profiles/profile/47773815/47773815.rdf
Rudiger Bieler,https://profiles.uchicago.edu/profiles/profile/37631,https://profiles.uchicago.edu/profiles/profile/37631/37631.rdf
Anna Biernacka,https://profiles.uchicago.edu/profiles/profile/13049707,https://profiles.uchicago.edu/profiles/profile/13049707/13049707.rdf
Lale Bilginer,https://profiles.uchicago.edu/profiles/profile/37755,https://profiles.uchicago.edu/profiles/profile/37755/37755.rdf
Vytautas Bindokas,https://profiles.uchicago.edu/profiles/profile/37318,https://profiles.uchicago.edu/profiles/profile/37318/37318.rdf
Brittany Bindon,https://profiles.uchicago.edu/profiles/profile/30293123,https://profiles.uchicago.edu/profiles/profile/30293123/30293123.rdf
Nana Biney,https://profiles.uchicago.edu/profiles/profile/36942,https://profiles.uchicago.edu/profiles/profile/36942/36942.rdf
Mark Biro,https://profiles.uchicago.edu/profiles/profile/49488528,https://profiles.uchicago.edu/profiles/profile/49488528/49488528.rdf
Dilek A. Bishku,https://profiles.uchicago.edu/profiles/profile/38491,https://profiles.uchicago.edu/profiles/profile/38491/38491.rdf
Douglas Bishop,https://profiles.uchicago.edu/profiles/profile/38192,https://profiles.uchicago.edu/profiles/profile/38192/38192.rdf
Michael Bishop,https://profiles.uchicago.edu/profiles/profile/915387,https://profiles.uchicago.edu/profiles/profile/915387/915387.rdf
Bruce Bissonnette,https://profiles.uchicago.edu/profiles/profile/37147,https://profiles.uchicago.edu/profiles/profile/37147/37147.rdf
Jehad Bittar,https://profiles.uchicago.edu/profiles/profile/52492843,https://profiles.uchicago.edu/profiles/profile/52492843/52492843.rdf
Lestella Bivens,https://profiles.uchicago.edu/profiles/profile/39504143,https://profiles.uchicago.edu/profiles/profile/39504143/39504143.rdf
Dionne Blackman,https://profiles.uchicago.edu/profiles/profile/39032,https://profiles.uchicago.edu/profiles/profile/39032/39032.rdf
Elizabeth Blair,https://profiles.uchicago.edu/profiles/profile/37809,https://profiles.uchicago.edu/profiles/profile/37809/37809.rdf
John Edward A. Blair,https://profiles.uchicago.edu/profiles/profile/2101369,https://profiles.uchicago.edu/profiles/profile/2101369/2101369.rdf
Michael Blair,https://profiles.uchicago.edu/profiles/profile/37832,https://profiles.uchicago.edu/profiles/profile/37832/37832.rdf
Scott Blaszak,https://profiles.uchicago.edu/profiles/profile/36891721,https://profiles.uchicago.edu/profiles/profile/36891721/36891721.rdf
Bill Blaylock,https://profiles.uchicago.edu/profiles/profile/38892,https://profiles.uchicago.edu/profiles/profile/38892/38892.rdf
Ran Blekhman,https://profiles.uchicago.edu/profiles/profile/28369591,https://profiles.uchicago.edu/profiles/profile/28369591/28369591.rdf
Alissa Block,https://profiles.uchicago.edu/profiles/profile/37264,https://profiles.uchicago.edu/profiles/profile/37264/37264.rdf
Romy  Block,https://profiles.uchicago.edu/profiles/profile/36814,https://profiles.uchicago.edu/profiles/profile/36814/36814.rdf
Herman Blomeier,https://profiles.uchicago.edu/profiles/profile/38064,https://profiles.uchicago.edu/profiles/profile/38064/38064.rdf
Jamie Bloom,https://profiles.uchicago.edu/profiles/profile/70757152,https://profiles.uchicago.edu/profiles/profile/70757152/70757152.rdf
William Bloomer,https://profiles.uchicago.edu/profiles/profile/37308,https://profiles.uchicago.edu/profiles/profile/37308/37308.rdf
Edward Blumen,https://profiles.uchicago.edu/profiles/profile/37295,https://profiles.uchicago.edu/profiles/profile/37295/37295.rdf
Ira Blumen,https://profiles.uchicago.edu/profiles/profile/37903,https://profiles.uchicago.edu/profiles/profile/37903/37903.rdf
Rebecca Blumenthal,https://profiles.uchicago.edu/profiles/profile/37344,https://profiles.uchicago.edu/profiles/profile/37344/37344.rdf
Dhruvatej Boddupalli,https://profiles.uchicago.edu/profiles/profile/22372523,https://profiles.uchicago.edu/profiles/profile/22372523/22372523.rdf
Natacha I. Bodenhausen,https://profiles.uchicago.edu/profiles/profile/37399,https://profiles.uchicago.edu/profiles/profile/37399/37399.rdf
Mirjam Boelens,https://profiles.uchicago.edu/profiles/profile/38128,https://profiles.uchicago.edu/profiles/profile/38128/38128.rdf
Michael Walter Boettcher,https://profiles.uchicago.edu/profiles/profile/38566,https://profiles.uchicago.edu/profiles/profile/38566/38566.rdf
Nicole Bohr,https://profiles.uchicago.edu/profiles/profile/21259173,https://profiles.uchicago.edu/profiles/profile/21259173/21259173.rdf
Alexander Boivin,https://profiles.uchicago.edu/profiles/profile/37158430,https://profiles.uchicago.edu/profiles/profile/37158430/37158430.rdf
Oloruntoba Bolaji,https://profiles.uchicago.edu/profiles/profile/70757138,https://profiles.uchicago.edu/profiles/profile/70757138/70757138.rdf
Riley Boland,https://profiles.uchicago.edu/profiles/profile/28123168,https://profiles.uchicago.edu/profiles/profile/28123168/28123168.rdf
Diana Bolotin,https://profiles.uchicago.edu/profiles/profile/38969,https://profiles.uchicago.edu/profiles/profile/38969/38969.rdf
John Ryan Bolt,https://profiles.uchicago.edu/profiles/profile/38041,https://profiles.uchicago.edu/profiles/profile/38041/38041.rdf
Marco Bonilla,https://profiles.uchicago.edu/profiles/profile/27899235,https://profiles.uchicago.edu/profiles/profile/27899235/27899235.rdf
Sneha Bontu,https://profiles.uchicago.edu/profiles/profile/36292826,https://profiles.uchicago.edu/profiles/profile/36292826/36292826.rdf
Ann Borders,https://profiles.uchicago.edu/profiles/profile/915473,https://profiles.uchicago.edu/profiles/profile/915473/915473.rdf
Ronen Borenstein,https://profiles.uchicago.edu/profiles/profile/38722,https://profiles.uchicago.edu/profiles/profile/38722/38722.rdf
Justin Borevitz,https://profiles.uchicago.edu/profiles/profile/39099,https://profiles.uchicago.edu/profiles/profile/39099/39099.rdf
Monica Borkar,https://profiles.uchicago.edu/profiles/profile/38234,https://profiles.uchicago.edu/profiles/profile/38234/38234.rdf
Bernardo Borraez Segura,https://profiles.uchicago.edu/profiles/profile/915497,https://profiles.uchicago.edu/profiles/profile/915497/915497.rdf
Ryan Boudreau,https://profiles.uchicago.edu/profiles/profile/29532333,https://profiles.uchicago.edu/profiles/profile/29532333/29532333.rdf
Sofia Bougioukli,https://profiles.uchicago.edu/profiles/profile/50442058,https://profiles.uchicago.edu/profiles/profile/50442058/50442058.rdf
Patrice G. Bouyer,https://profiles.uchicago.edu/profiles/profile/37476,https://profiles.uchicago.edu/profiles/profile/37476/37476.rdf
Alisha Bouzaher,https://profiles.uchicago.edu/profiles/profile/75399597,https://profiles.uchicago.edu/profiles/profile/75399597/75399597.rdf
Elia Bove,https://profiles.uchicago.edu/profiles/profile/37113,https://profiles.uchicago.edu/profiles/profile/37113/37113.rdf
Christopher Boyle,https://profiles.uchicago.edu/profiles/profile/915535,https://profiles.uchicago.edu/profiles/profile/915535/915535.rdf
Deborah Boyle,https://profiles.uchicago.edu/profiles/profile/38259,https://profiles.uchicago.edu/profiles/profile/38259/38259.rdf
Matthew Brady,https://profiles.uchicago.edu/profiles/profile/36935,https://profiles.uchicago.edu/profiles/profile/36935/36935.rdf
Victoria Braund,https://profiles.uchicago.edu/profiles/profile/37281,https://profiles.uchicago.edu/profiles/profile/37281/37281.rdf
Janne Breadon,https://profiles.uchicago.edu/profiles/profile/39284,https://profiles.uchicago.edu/profiles/profile/39284/39284.rdf
Joanne Bregman,https://profiles.uchicago.edu/profiles/profile/37504,https://profiles.uchicago.edu/profiles/profile/37504/37504.rdf
Gillian Brennan,https://profiles.uchicago.edu/profiles/profile/8615162,https://profiles.uchicago.edu/profiles/profile/8615162/8615162.rdf
Jeffrey Bressman,https://profiles.uchicago.edu/profiles/profile/37812,https://profiles.uchicago.edu/profiles/profile/37812/37812.rdf
Emma Brett,https://profiles.uchicago.edu/profiles/profile/45700790,https://profiles.uchicago.edu/profiles/profile/45700790/45700790.rdf
